4,32;490;-735;2500;4700
4,352;490;-660;2000;4710
4,384;510;-585;1750;4740
4,416;490;-525;1500;4750
4,448;500;-525;1250;4780
4,48;490;-465;750;4850
4,512;490;-465;750;4850
4,544;490;-420;500;4850
4,576;490;-375;250;4860
4,608;500;-300;0;4870
4,64;490;-240;0;4860
4,672;500;-180;0;4860
4,704;500;-135;0;4860
4,736;500;-105;0;4850
4,768;500;-105;0;4860
4,8;500;-135;0;4860
4,832;500;-135;-250;4860
4,864;500;-135;-250;4870
4,896;490;-120;-250;4880
4,928;500;-105;-250;4860
4,96;500;-75;-500;4880
4,992;500;-75;-500;4880
5,024;490;-60;-500;4870
5,056;500;-90;-500;4860
5,088;500;-105;-500;4870
5,12;500;-135;-750;4860
5,152;510;-165;-750;4830
5,184;500;-120;-1000;4800
5,216;500;-120;-1000;4800
5,248;500;-75;-1000;4770
5,28;490;-30;-1000;4770
5,312;490;0;-1000;4770
5,344;490;0;-1000;4760
5,376;490;0;-1000;4750
5,408;480;0;-1000;4740
5,44;480;165;0;4740
5,472;520;345;0;4740
5,504;1010;1395;1500;4190
5,536;1040;1380;1750;3790
5,568;1090;1470;2750;2060
5,6;1100;1500;3000;1200
5,632;1130;1470;4000;420
5,664;1140;1455;4750;220
5,696;1170;1455;5500;150
5,728;1180;1410;6250;120
5,76;1170;1365;6750;120
5,792;1190;1335;7750;110
5,824;1190;1320;8250;110
5,856;1180;1260;9000;110
5,888;1190;1200;9500;110
5,92;1190;1140;10250;110
5,952;1180;1065;10750;110
5,984;1190;1005;11250;110
6,016;1190;945;11750;110
6,048;1190;735;12750;110
6,08;1190;735;12750;110
6,112;1200;645;13250;120
6,144;1200;585;13500;110
6,176;1200;525;13750;110
6,208;1200;405;14000;110
6,24;1000;-135;13250;120
6,272;630;-1650;12250;110
6,304;620;-1500;11750;120
6,336;580;-1425;11000;140
6,368;570;-1470;10250;150
6,4;560;-1455;9750;250
6,432;530;-1410;8750;840
6,464;510;-1290;8250;1680
6,496;540;-1365;7500;2670
6,528;510;-1170;6000;4060
6,56;510;-1170;6000;4060
6,592;500;-1095;5250;4400
6,624;490;-1065;4750;4490
6,656;490;-1005;4500;4540
6,688;510;-945;4000;4560
6,72;510;-855;3500;4620
6,752;500;-750;3250;4660
6,784;490;-720;2750;4710
6,816;500;-675;2500;4760
6,848;500;-645;2250;4780
6,88;500;-600;2000;4780
6,912;510;-555;1500;4820
6,944;500;-405;1000;4860
6,976;500;-390;1000;4850
7,008;500;-270;750;4840
7,04;490;-225;750;4840
7,072;490;-210;750;4850
7,104;500;-195;500;4850
7,136;500;-180;500;4860
7,168;500;-180;250;4870
7,2;490;-180;250;4870
7,232;490;-180;250;4870
7,264;490;-180;0;4870
7,296;500;-165;0;4850
7,328;490;-135;0;4830
7,36;490;-135;0;4820
7,392;500;-120;0;4800
7,424;500;-105;0;4780
7,456;500;-105;0;4780
7,488;500;-135;-250;4770
7,52;490;-135;-250;4760
7,552;490;-45;-250;4730
7,584;490;-45;-250;4730
7,616;490;0;-250;4730
7,648;490;0;-250;4730
7,68;490;0;-250;4720
7,712;490;0;-250;4700
7,744;490;15;-250;4710
7,776;490;135;0;4730
7,808;530;300;0;4750
7,84;740;1035;500;4750
7,872;930;1305;1000;4660
7,904;1040;1335;1750;3530
7,936;1060;1500;2500;1990
7,968;1130;1425;3500;880
8;1140;1440;4250;300
8,032;1170;1395;6000;120
8,064;1170;1395;6000;120
8,096;1170;1335;7000;120
8,128;1170;1365;7750;120
8,16;1180;1215;8250;110
8,192;1190;1215;9000;110
8,224;1180;1260;9500;110
8,256;1180;1050;10250;110
8,288;1190;1005;10750;110
8,32;1200;915;11250;110
8,352;1200;900;11750;110
8,384;1190;810;12250;110
8,416;1180;735;12750;110
8,448;1200;645;13000;110
8,48;1200;555;13250;120
8,512;1210;300;13750;110
8,544;1210;300;13750;110
8,576;780;-630;13000;110
8,608;630;-1605;12250;110
8,64;620;-1560;11500;120
8,672;590;-1440;10750;140
8,704;580;-1440;10250;160
8,736;540;-1395;9250;360
8,768;550;-1425;8500;930
8,8;530;-1365;8000;1770
8,832;540;-1365;7250;2630
8,864;530;-1305;6750;3270
8,896;510;-1275;6000;3980
8,928;500;-1200;5500;4220
8,96;500;-1125;4750;4460
8,992;490;-975;3500;4610
9,024;490;-975;3500;4610
9,056;500;-840;3000;4660
9,088;490;-750;2750;4660
9,12;490;-690;2500;4700
9,152;500;-630;2250;4720
9,184;500;-555;2000;4740
9,216;500;-510;1500;4800
9,248;510;-465;1500;4820
9,28;510;-405;1250;4840
9,312;510;-390;1000;4850
9,344;500;-375;750;4870
9,376;510;-285;750;4860
9,408;500;-180;500;4870
9,44;500;-180;500;4870
9,472;500;-165;250;4860
9,504;500;-180;250;4860
9,536;500;-150;0;4870
9,568;500;-150;0;4870
9,6;500;-135;0;4860
9,632;500;-120;0;4870
9,664;500;-120;0;4870
9,696;500;-120;0;4870
9,728;500;-120;0;4860
9,76;500;-120;-250;4830
9,792;500;-120;-250;4830
9,824;500;-120;-250;4810
9,856;510;-135;-250;4810
9,888;510;-150;-500;4790
9,92;490;-120;-500;4780
9,952;490;-120;-500;4770
9,984;490;-90;-500;4760
10,016;480;-45;-750;4750
10,048;490;-15;-750;4750
10,08;490;0;-750;4750
10,112;490;0;-750;4730
10,144;480;15;-750;4720
10,176;480;180;0;4730
10,208;520;300;0;4750
10,24;800;1245;500;4760
10,272;980;1305;1250;4570
10,304;1040;1350;2000;3180
10,336;1090;1485;2750;1680
10,368;1110;1590;3500;710
10,4;1150;1485;4250;280
10,432;1160;1515;5000;170
10,464;1160;1410;5500;140
10,496;1170;1365;6500;120
10,528;1180;1350;7250;110
10,56;1180;1200;9000;110
10,592;1190;1155;9500;110
10,624;1190;1110;9750;110
10,656;1180;1020;10500;110
10,688;1190;960;11000;110
10,72;1190;780;12250;110
10,752;1190;780;12250;110
10,784;1200;705;12750;110
10,816;1190;615;13000;110
10,848;1200;420;13750;110
10,88;1200;420;13750;110
10,912;1190;255;14000;110
10,944;670;-1440;12750;110
10,976;640;-1605;12250;110
11,008;580;-1425;11500;120
11,04;570;-1440;10750;130
11,072;540;-1290;8750;550
11,104;540;-1335;8250;1230
11,136;530;-1320;7750;1980
11,168;520;-1260;7000;3150
11,2;510;-1245;6500;3730
11,232;500;-1170;6000;4240
11,264;500;-1125;5500;4400
11,296;490;-1080;4750;4500
11,328;490;-960;4250;4580
11,36;490;-900;3750;4620
11,392;490;-825;3500;4640
11,424;510;-720;3250;4650
11,456;510;-615;3000;4680
11,488;500;-555;2500;4700
11,52;500;-510;2250;4730
11,552;510;-465;2250;4760
11,584;510;-360;1750;4820
11,616;510;-360;1750;4820
11,648;510;-345;1500;4840
11,68;490;-315;1250;4840
11,712;490;-210;1000;4870
11,744;490;-210;1000;4870
11,776;490;-180;1000;4860
11,808;490;-180;750;4860
11,84;500;-165;750;4860
11,872;500;-150;750;4860
11,904;500;-150;500;4880
11,936;490;-150;500;4880
11,968;500;-150;250;4890
12;500;-150;250;4890
12,032;500;-135;250;4880
12,064;490;-135;0;4880
12,096;500;-135;0;4860
12,128;500;-150;0;4830
12,16;500;-135;0;4810
12,192;500;-150;0;4780
12,224;500;-150;0;4780
12,256;490;-150;-250;4760
12,288;490;-90;-250;4760
12,32;490;-15;-250;4750
12,352;490;-15;-250;4750
12,384;490;0;-250;4740
12,416;500;0;-250;4730
12,448;490;0;-250;4720
12,48;500;0;-250;4700
12,512;490;0;-250;4700
12,544;480;120;0;4710
12,576;530;300;0;4720
12,608;750;1005;500;4750
12,64;930;1320;1000;4680
12,672;1040;1335;1750;3760
12,704;1090;1380;2750;1750
12,736;1120;1485;3500;820
12,768;1140;1455;4000;380
12,8;1170;1305;6000;120
12,832;1150;1470;6250;120
12,864;1180;1380;7000;110
12,896;1180;1350;7750;110
12,928;1180;1275;8500;110
12,96;1180;1185;9000;110
12,992;1190;1125;9500;110
13,024;1190;1020;10250;110
13,056;1190;960;10750;110
13,088;1190;915;11000;110
13,12;1190;870;11750;110
13,152;1190;780;12000;110
13,184;1200;690;12500;110
13,216;1200;615;12750;110
13,248;1200;555;13000;110
13,28;1210;255;13750;110
13,312;1210;255;13750;110
13,344;660;-1575;12750;110
13,376;650;-1605;12000;110
13,408;580;-1485;10000;160
13,44;540;-1320;9500;280
13,472;530;-1350;9000;420
13,504;540;-1335;8250;970
13,536;530;-1320;7500;2080
13,568;530;-1290;7000;3170
13,6;510;-1260;6250;3950
13,632;510;-1170;5750;4210
13,664;500;-1155;5000;4420
13,696;490;-1095;4500;4510
13,728;490;-1050;4250;4570
13,76;490;-930;3750;4630
13,792;500;-855;3250;4650
13,824;500;-645;2250;4700
13,856;510;-570;2000;4740
13,888;510;-540;2000;4780
13,92;500;-510;1500;4800
13,952;510;-495;1500;4810
13,984;490;-435;750;4870
14,016;490;-435;750;4870
14,048;490;-390;500;4870
14,08;500;-375;500;4880
14,112;490;-270;250;4880
14,144;490;-225;250;4880
14,176;500;-180;0;4880
14,208;500;-165;0;4880
14,24;490;-150;0;4890
14,272;500;-150;0;4890
14,304;490;-135;0;4880
14,336;500;-135;-250;4880
14,368;500;-120;-250;4850
14,4;500;-105;-250;4860
14,432;490;-90;-250;4830
14,464;500;-90;-500;4810
14,496;500;-90;-500;4810
14,528;500;-120;-500;4800
14,56;510;-150;-500;4790
14,592;500;-135;-750;4780
14,624;490;-105;-750;4780
14,656;490;-60;-750;4780
14,688;490;-15;-750;4760
14,72;490;0;-750;4750
14,752;500;0;-750;4730
14,784;500;0;-750;4730
14,816;500;0;-750;4710
14,848;490;0;-750;4700
14,88;490;0;-750;4710
14,912;480;120;0;4730
14,944;530;285;0;4760
14,976;800;1260;500;4780
15,008;980;1320;1250;4420
15,04;1040;1500;2000;3230
15,072;1100;1455;2750;1600
15,104;1130;1470;3500;730
15,136;1160;1410;4500;260
15,168;1170;1380;5250;160
15,2;1160;1350;5750;130
15,232;1170;1305;7750;110
15,264;1170;1305;7750;110
15,296;1170;1275;8500;110
15,328;1180;1230;8750;110
15,36;1190;1140;9500;110
15,392;1190;1110;10000;110
15,424;1190;900;11500;110
15,456;1190;900;11500;110
15,488;1190;810;12000;110
15,52;1190;795;12250;110
15,552;1200;570;13250;110
15,584;1200;570;13250;110
15,616;1200;450;13500;110
15,648;1210;375;13750;110
15,68;640;-1830;12500;110
15,712;640;-1830;12500;110
15,744;610;-1530;11500;120
15,776;560;-1440;10750;140
15,808;560;-1380;9000;610
15,84;560;-1380;9000;610
15,872;530;-1350;8250;1370
15,904;540;-1320;7500;2470
15,936;530;-1290;7000;3430
15,968;520;-1275;6500;3970
16;510;-1200;5750;4230
16,032;480;-1050;4250;4560
16,064;480;-1050;4250;4560
16,096;500;-915;3750;4610
16,128;510;-810;3250;4650
16,16;500;-750;3000;4650
16,192;500;-690;2750;4680
16,224;500;-630;2500;4730
16,256;500;-570;2000;4780
16,288;500;-525;1750;4830
16,32;500;-495;1750;4840
16,352;510;-450;1250;4860
16,384;500;-405;1250;4870
16,416;500;-255;750;4870
16,448;490;-210;750;4860
16,48;490;-195;750;4860
16,512;500;-210;500;4850
16,544;500;-210;500;4860
16,576;500;-195;250;4890
16,608;500;-195;250;4890
16,64;490;-180;250;4900
16,672;490;-150;0;4890
16,704;500;-150;0;4880
16,736;500;-135;0;4860
16,768;500;-135;0;4850
16,8;490;-135;0;4840
16,832;490;-120;0;4830
16,864;500;-105;0;4800
16,896;500;-105;-250;4790
16,928;510;-135;-250;4780
16,96;510;-150;-250;4760
16,992;500;-135;-500;4750
17,024;490;-15;-500;4750
17,056;490;-15;-500;4750
17,088;490;0;-500;4740
17,12;490;0;-500;4740
17,152;500;0;-500;4710
17,184;500;0;-500;4710
17,216;490;0;-500;4700
17,248;490;0;-500;4710
17,28;480;105;-500;4740
17,312;490;240;0;4750
17,344;990;1290;1250;4250
17,376;990;1290;1250;4250
17,408;1060;1395;2250;2970
17,44;1070;1440;2500;1970
17,472;1140;1545;3500;710
17,504;1150;1470;4250;320
17,536;1170;1455;6000;120
17,568;1170;1455;6000;120
17,6;1170;1410;7000;110
17,632;1180;1365;7250;110
17,664;1190;1305;8250;110
17,696;1180;1245;8750;110
17,728;1190;1080;10250;110
17,76;1190;1080;10250;110
17,792;1200;975;10750;110
17,824;1190;930;11250;110
17,856;1190;735;12250;110
17,888;1190;735;12250;110
17,92;1200;660;12750;110
17,952;1210;585;13000;110
17,984;1200;510;13250;110
18,016;1210;420;13500;110
18,048;1200;255;13500;110
18,08;580;-1455;11500;110
18,112;580;-1530;10750;130
18,144;590;-1425;10250;140
18,176;550;-1335;9500;230
18,208;530;-1350;8750;560
18,24;540;-1350;7000;3020
18,272;540;-1350;7000;3020
18,304;530;-1290;6250;3640
18,336;510;-1230;5750;4140
18,368;490;-1170;5000;4350
18,4;490;-1125;4500;4450
18,432;490;-1020;4000;4540
18,464;490;-795;3000;4660
18,496;490;-795;3000;4660
18,528;490;-720;2500;4720
18,56;500;-705;2250;4730
18,592;510;-615;2000;4780
18,624;520;-540;1750;4800
18,656;500;-495;1500;4820
18,688;500;-495;1250;4850
18,72;500;-510;1000;4860
18,752;500;-315;500;4880
18,784;500;-315;500;4880
18,816;490;-255;250;4870
18,848;490;-240;250;4860
18,88;490;-225;0;4880
18,912;500;-225;0;4880
18,944;500;-210;0;4890
18,976;490;-210;0;4890
19,008;490;-195;0;4880
19,04;490;-180;-250;4880
19,072;500;-165;-250;4860
19,104;500;-150;-250;4840
19,136;500;-135;-500;4830
19,168;500;-105;-500;4790
19,2;500;-105;-500;4790
19,232;500;-90;-750;4780
19,264;500;-120;-750;4780
19,296;510;-135;-750;4770
19,328;490;-120;-750;4750
19,36;490;-105;-1000;4750
19,392;490;0;-1000;4740
19,424;490;0;-1000;4730
19,456;490;0;-1000;4720
19,488;490;30;-1000;4730
19,52;490;45;-1000;4740
19,552;490;225;0;4760
19,584;520;315;0;4760
19,616;790;1200;500;4740
19,648;970;1440;1250;4290
19,68;1050;1380;2000;2850
19,712;1090;1500;2750;1460
19,744;1150;1350;3500;710
19,776;1140;1395;4250;260
19,808;1170;1395;5000;160
19,84;1170;1395;5750;130
19,872;1170;1305;7500;110
19,904;1170;1290;7750;110
19,936;1180;1230;8500;110
19,968;1190;1185;9000;110
20;1190;1020;10500;110
20,032;1190;1020;10500;110
20,064;1190;930;11250;110
20,096;1190;900;11250;110
20,128;1190;810;11750;110
20,16;1190;765;12250;110
20,192;1190;705;12500;110
20,224;1190;660;12750;110
20,256;1190;585;13250;110
20,288;1000;-105;12750;110
20,32;1000;-105;12750;110
20,352;640;-1770;12000;120
20,384;610;-1485;11500;120
20,416;570;-1320;10750;120
20,448;570;-1410;10250;140
20,48;550;-1395;9500;180
20,512;520;-1335;7500;2000
20,544;520;-1335;7500;2000
20,576;510;-1230;6750;3230
20,608;520;-1290;6250;3850
20,64;510;-1200;5500;4170
20,672;500;-1155;5000;4420
20,704;490;-1080;4500;4530
20,736;500;-1005;4000;4600
20,768;500;-915;3500;4630
20,8;500;-825;3250;4650
20,832;500;-750;2750;4670
20,864;510;-675;2500;4690
20,896;500;-615;2250;4730
20,928;500;-570;2000;4750
20,96;510;-510;1750;4780
20,992;510;-420;1000;4850
21,024;510;-420;1000;4850
21,056;510;-390;750;4860
21,088;510;-390;750;4860
21,12;500;-345;500;4870
21,152;490;-315;250;4870
21,184;490;-270;250;4870
21,216;490;-225;0;4860
21,248;490;-210;0;4860
21,28;490;-195;0;4860
21,312;490;-180;0;4870
21,344;490;-180;0;4880
21,376;490;-165;0;4880
21,408;500;-150;-250;4890
21,44;490;-135;-250;4890
21,472;490;-120;-250;4890
21,504;500;-90;-250;4880
21,536;500;-90;-500;4870
21,568;490;-75;-500;4860
21,6;500;-90;-500;4840
21,632;500;-90;-500;4830
21,664;490;-90;-500;4820
21,696;500;-120;-750;4810
21,728;500;-120;-750;4810
21,76;490;-120;-750;4800
21,792;490;-60;-750;4790
21,824;490;-15;-750;4780
21,856;490;0;-750;4760
21,888;490;0;-750;4750
21,92;490;15;-750;4760
21,952;490;60;-750;4780
21,984;490;195;0;4780
22,016;970;1425;1250;4520
22,048;970;1425;1250;4520
22,08;1060;1440;2250;2370
22,112;1100;1470;3000;1130
22,144;1130;1455;3750;540
22,176;1150;1440;4500;240
22,208;1150;1530;5250;140
22,24;1170;1455;6250;120
22,272;1180;1410;6750;120
22,304;1170;1305;7500;110
22,336;1180;1230;8000;110
22,368;1180;1245;8750;110
22,4;1180;1155;9500;110
22,432;1190;1110;10000;110
22,464;1180;1050;10500;110
22,496;1190;870;11750;110
22,528;1190;870;11750;110
22,56;1200;795;12250;110
22,592;1190;735;12500;110
22,624;1190;675;13000;110
22,656;1200;615;13250;120
22,688;1200;555;13500;120
22,72;1200;375;13750;110
22,752;1010;-150;13000;110
22,784;620;-1800;12500;110
22,816;590;-1410;11750;110
22,848;590;-1470;11250;130
22,88;560;-1470;10250;170
22,912;560;-1485;9500;280
22,944;540;-1320;9000;400
22,976;540;-1290;7250;2770
23,008;520;-1290;6750;3470
23,04;520;-1245;6250;3840
23,072;500;-1155;5500;4280
23,104;490;-1110;5000;4480
23,136;490;-960;3750;4590
23,168;490;-960;3750;4590
23,2;500;-840;3250;4640
23,232;500;-765;3000;4660
23,264;510;-600;2250;4730
23,296;510;-600;2250;4730
23,328;500;-540;1750;4740
23,36;500;-510;1500;4750
23,392;500;-480;1250;4770
23,424;500;-465;1250;4810
23,456;510;-435;1000;4830
23,488;510;-360;750;4860
23,52;510;-330;500;4870
23,552;510;-300;500;4870
23,584;490;-240;0;4880
23,616;490;-225;0;4870
23,648;490;-195;0;4860
23,68;490;-165;0;4860
23,712;490;-150;0;4850
23,744;490;-150;0;4860
23,776;500;-135;-250;4870
23,808;500;-105;-250;4870
23,84;490;-90;-250;4880
23,872;500;-75;-250;4890
23,904;490;-60;-250;4880
23,936;490;-30;-250;4880
23,968;490;-15;-250;4870
24;500;-45;-500;4870
24,032;500;-45;-500;4870
24,064;500;-90;-500;4860
24,096;510;-120;-500;4870
24,128;500;-135;-500;4850
24,16;490;-90;-750;4840
24,192;490;-30;-750;4830
24,224;480;0;-750;4800
24,256;490;15;-750;4770
24,288;490;60;-750;4780
24,32;490;120;-500;4820
24,352;490;225;0;4830
24,384;700;840;250;4790
24,416;850;1305;1000;4540
24,448;1000;1380;1500;3280
24,48;1050;1410;2250;1890
24,512;1120;1485;3250;1010
24,544;1140;1455;4000;400
24,576;1150;1515;4750;170
24,608;1170;1380;6500;120
24,64;1180;1350;6750;120
24,672;1170;1260;7750;110
24,704;1160;1215;8250;110
24,736;1180;1215;8750;110
24,768;1170;1200;9500;110
24,8;1190;1155;10000;110
24,832;1190;1080;10750;110
24,864;1190;1005;11250;110
24,896;1200;885;11750;110
24,928;1190;855;12000;110
24,96;1190;765;12500;110
24,992;1190;705;13000;110
25,024;1190;645;13250;110
25,056;1200;585;13500;110
25,088;1010;-135;13000;110
25,12;1010;-135;13000;110
25,152;620;-1695;12250;110
25,184;600;-1575;11500;120
25,216;570;-1425;9750;200
25,248;570;-1425;9750;200
25,28;540;-1380;9000;330
25,312;530;-1395;8250;830
25,344;550;-1380;7750;1870
25,376;540;-1335;7000;3070
25,408;520;-1260;6500;3740
25,44;500;-1230;5750;4270
25,472;500;-1170;5250;4400
25,504;500;-1125;4750;4550
25,536;490;-1050;4250;4600
25,568;490;-975;3750;4620
25,6;490;-840;3250;4660
25,632;490;-780;3000;4670
25,664;490;-720;2500;4690
25,696;500;-570;2000;4740
25,728;500;-570;2000;4740
25,76;490;-540;1500;4740
25,792;500;-510;1250;4760
25,824;500;-480;1000;4800
25,856;490;-450;1000;4830
25,888;500;-405;750;4850
25,92;500;-375;500;4870
25,952;500;-345;250;4870
25,984;500;-285;250;4870
26,016;500;-240;0;4860
26,048;500;-180;0;4860
26,08;500;-135;0;4860
26,112;500;-105;0;4860
26,144;510;-105;0;4850
26,176;500;-135;0;4850
26,208;500;-135;0;4850
26,24;500;-120;-250;4870
26,272;490;-120;-250;4880
26,304;500;-90;-250;4880
26,336;500;-45;-250;4880
26,368;500;-45;-250;4880
26,4;490;-30;-250;4890
26,432;500;-45;-250;4890
26,464;500;-45;-250;4870
26,496;500;-75;-500;4870
26,528;500;-90;-500;4880
26,56;490;-150;-750;4840
26,592;490;-150;-750;4840
26,624;490;-75;-750;4820
26,656;490;-15;-750;4810
26,688;490;0;-750;4780
26,72;500;0;-750;4770
26,752;500;0;-750;4760
26,784;500;15;-750;4770
26,816;490;90;0;4800
26,848;550;255;0;4810
26,88;760;1080;250;4810
26,912;910;1290;1000;4680
26,944;1050;1500;2000;2990
26,976;1080;1530;2750;1570
27,008;1130;1440;3500;980
27,04;1160;1545;5500;140
27,072;1150;1500;6250;120
27,104;1180;1410;6750;120
27,136;1160;1380;7500;110
27,168;1160;1350;8250;110
27,2;1170;1275;8750;110
27,232;1190;1245;9500;110
27,264;1190;1200;10000;110
27,296;1190;1110;10750;110
27,328;1190;1035;11250;110
27,36;1190;945;11750;110
27,392;1190;870;12250;110
27,424;1190;795;12500;110
27,456;1190;720;13000;110
27,488;1200;675;13250;110
27,52;1200;600;13500;120
27,552;1190;240;14250;110
27,584;1190;240;14250;110
27,616;650;-1950;12750;110
27,648;610;-1530;12000;120
27,68;610;-1515;11250;130
27,712;580;-1470;10750;140
27,744;560;-1425;10000;170
27,776;530;-1320;9250;470
27,808;530;-1320;8500;1080
27,84;540;-1395;8000;1550
27,872;520;-1320;7250;2700
27,904;520;-1290;6750;3490
27,936;510;-1245;6000;4040
27,968;500;-1185;5250;4370
28;500;-1140;4750;4480
28,032;490;-1065;4250;4570
28,064;490;-960;4000;4610
28,096;490;-885;3500;4640
28,128;490;-795;3000;4670
28,16;500;-735;2750;4680
28,192;500;-630;2500;4700
28,224;500;-600;2250;4720
28,256;490;-555;2000;4730
28,288;500;-525;1500;4770
28,32;500;-495;1250;4790
28,352;500;-450;1250;4820
28,384;500;-375;750;4840
28,416;510;-330;500;4860
28,448;510;-240;250;4870
28,48;510;-195;250;4860
28,512;500;-165;250;4860
28,544;500;-135;250;4860
28,576;500;-165;0;4850
28,608;500;-165;0;4860
28,64;500;-165;0;4870
28,672;500;-120;0;4890
28,704;490;-135;-250;4880
28,736;500;-105;-250;4890
28,768;500;-90;-250;4880
28,8;490;-45;-250;4870
28,832;500;-75;-250;4850
28,864;500;-90;-250;4840
28,896;500;-75;-250;4830
28,928;500;-90;-500;4810
28,96;510;-120;-500;4810
28,992;490;-105;-500;4800
29,024;490;-120;-500;4790
29,056;490;-45;-500;4780
29,088;490;0;-500;4750
29,12;490;0;-500;4750
29,152;500;0;-750;4750
29,184;500;0;-750;4730
29,216;490;75;-500;4760
29,248;490;195;0;4790
29,28;610;540;250;4790
29,312;860;1245;1000;4760
29,344;990;1545;1500;4140
29,376;1050;1410;2250;2490
29,408;1150;1515;4250;300
29,44;1150;1515;4500;250
29,472;1160;1455;5500;150
29,504;1160;1380;6250;120
29,536;1170;1350;6750;120
29,568;1170;1350;7500;110
29,6;1180;1335;8250;110
29,632;1180;1185;10000;110
29,664;1180;1185;10000;110
29,696;1190;1095;10750;110
29,728;1190;1020;11250;110
29,76;1190;840;12500;110
29,792;1190;840;12500;110
29,824;1190;765;13000;110
29,856;1200;690;13250;110
29,888;1200;615;13500;110
29,92;1200;540;13750;120
29,952;1200;465;14000;120
29,984;1200;210;14000;110
30,016;680;-1470;13000;120
30,048;650;-1650;12250;110
30,08;620;-1530;11500;120
30,112;590;-1440;11000;140
30,144;560;-1380;9000;430
30,176;560;-1380;9000;430
30,208;550;-1365;8000;1400
30,24;550;-1335;7500;2320
30,272;500;-1230;5750;4240
30,304;500;-1230;5750;4240
30,336;500;-1140;5250;4460
